nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel
Hilux CS D4-D 4x4 3.0 TDI Dies. Mec.,6038,56,2013 Diesel,2013-3,2013,Diesel,3
Hilux CS D4-D 4x4 3.0 TDI Dies. Mec.,6038,56,2012 Diesel,2012-3,2012,Diesel,3
Hilux CS DLX 4x2 2.8 Diesel,2264,56,1999 Diesel,1999-3,1999,Diesel,3
Hilux CS DLX 4x2 2.8 Diesel,2264,56,1998 Diesel,1998-3,1998,Diesel,3
Hilux CS DLX 4x2 2.8 Diesel,2264,56,1997 Diesel,1997-3,1997,Diesel,3
Hilux CS DLX 4x4 2.8 Diesel,2265,56,1999 Diesel,1999-3,1999,Diesel,3
Hilux CS DLX 4x4 2.8 Diesel,2265,56,1998 Diesel,1998-3,1998,Diesel,3
Hilux CS DLX 4x4 2.8 Diesel,2265,56,1997 Diesel,1997-3,1997,Diesel,3
Hilux CS DX 4x2 2.7 16V 142cv,2266,56,2003 Gasolina,2003-1,2003,Gasolina,1
Hilux CS DX 4x2 2.7 16V 142cv,2266,56,2002 Gasolina,2002-1,2002,Gasolina,1
Hilux CS DX 4x2 3.0 8V 90cv Diesel,2267,56,2005 Diesel,2005-3,2005,Diesel,3
Hilux CS DX 4x2 3.0 8V 90cv Diesel,2267,56,2004 Diesel,2004-3,2004,Diesel,3
Hilux CS DX 4x2 3.0 8V 90cv Diesel,2267,56,2003 Diesel,2003-3,2003,Diesel,3
Hilux CS DX 4x2 3.0 8V 90cv Diesel,2267,56,2002 Diesel,2002-3,2002,Diesel,3
Hilux CS DX 4x4 3.0 8V 90cv Diesel,2268,56,2005 Diesel,2005-3,2005,Diesel,3
Hilux CS DX 4x4 3.0 8V 90cv Diesel,2268,56,2004 Diesel,2004-3,2004,Diesel,3
Hilux CS DX 4x4 3.0 8V 90cv Diesel,2268,56,2003 Diesel,2003-3,2003,Diesel,3
Hilux CS DX 4x4 3.0 8V 90cv Diesel,2268,56,2002 Diesel,2002-3,2002,Diesel,3
Hilux CS SR5 4x4 2.8 Diesel,2269,56,2001 Diesel,2001-3,2001,Diesel,3
Hilux CS SR5 4x4 2.8 Diesel,2269,56,2000 Diesel,2000-3,2000,Diesel,3
Hilux CS SR5 4x4 2.8 Diesel,2269,56,1999 Diesel,1999-3,1999,Diesel,3
Hilux CS SR5 4x4 2.8 Diesel,2269,56,1998 Diesel,1998-3,1998,Diesel,3
Hilux CS SR5 4x4 2.8 Diesel,2269,56,1997 Diesel,1997-3,1997,Diesel,3
Hilux CS SRV 4x2 2.7 16V 142cv,2270,56,2002 Gasolina,2002-1,2002,Gasolina,1
Hilux SW4 2.7 16V,2271,56,2000 Gasolina,2000-1,2000,Gasolina,1
Hilux SW4 2.7 16V,2271,56,1999 Gasolina,1999-1,1999,Gasolina,1
Hilux SW4 2.7 16V,2271,56,1998 Gasolina,1998-1,1998,Gasolina,1
Hilux SW4 2.7 16V,2271,56,1997 Gasolina,1997-1,1997,Gasolina,1
Hilux SW4 2.7 16V,2271,56,1996 Gasolina,1996-1,1996,Gasolina,1
Hilux SW4 3.4 V6,2272,56,2001 Gasolina,2001-1,2001,Gasolina,1
Hilux SW4 3.4 V6,2272,56,2000 Gasolina,2000-1,2000,Gasolina,1
Hilux SW4 3.4 V6,2272,56,1999 Gasolina,1999-1,1999,Gasolina,1
Hilux SW4 3.4 V6,2272,56,1998 Gasolina,1998-1,1998,Gasolina,1
Hilux SW4 3.4 V6,2272,56,1997 Gasolina,1997-1,1997,Gasolina,1
Hilux SW4 4x4 2.4 8V,2273,56,1996 Gasolina,1996-1,1996,Gasolina,1
Hilux SW4 4x4 2.4 8V,2273,56,1995 Gasolina,1995-1,1995,Gasolina,1
Hilux SW4 4x4 2.4 8V,2273,56,1994 Gasolina,1994-1,1994,Gasolina,1
Hilux SW4 4x4 2.4 8V,2273,56,1993 Gasolina,1993-1,1993,Gasolina,1
Hilux SW4 4x4 2.8 Diesel,2274,56,1996 Diesel,1996-3,1996,Diesel,3
Hilux SW4 4x4 2.8 Diesel,2274,56,1995 Diesel,1995-3,1995,Diesel,3
Hilux SW4 4x4 2.8 Diesel,2274,56,1994 Diesel,1994-3,1994,Diesel,3
Hilux SW4 4x4 2.8 Diesel,2274,56,1993 Diesel,1993-3,1993,Diesel,3
Hilux SW4 4x4 2.8 Diesel,2274,56,1992 Diesel,1992-3,1992,Diesel,3
Hilux SW4 4x4 3.0 12V V6,2275,56,1996 Gasolina,1996-1,1996,Gasolina,1
Hilux SW4 4x4 3.0 12V V6,2275,56,1995 Gasolina,1995-1,1995,Gasolina,1
Hilux SW4 4x4 3.0 12V V6,2275,56,1994 Gasolina,1994-1,1994,Gasolina,1
Hilux SW4 4x4 3.0 12V V6,2275,56,1993 Gasolina,1993-1,1993,Gasolina,1
Hilux SW4 4x4 3.0 24V V6,2276,56,2001 Gasolina,2001-1,2001,Gasolina,1
Hilux SW4 4x4 3.0 24V V6,2276,56,1999 Gasolina,1999-1,1999,Gasolina,1
Hilux SW4 4x4 3.0 24V V6,2276,56,1998 Gasolina,1998-1,1998,Gasolina,1
Hilux SW4 4x4 3.0 24V V6,2276,56,1997 Gasolina,1997-1,1997,Gasolina,1
Hilux SW4 4x4 3.0 24V V6,2276,56,1996 Gasolina,1996-1,1996,Gasolina,1
Hilux SW4 4x4 3.0 24V V6,2276,56,1995 Gasolina,1995-1,1995,Gasolina,1
Hilux SW4 4x4 3.0 24V V6,2276,56,1994 Gasolina,1994-1,1994,Gasolina,1
Hilux SW4 4x4 3.0 8V TB Diesel,2277,56,2002 Diesel,2002-3,2002,Diesel,3
Hilux SW4 4x4 3.0 8V TB Diesel,2277,56,2001 Diesel,2001-3,2001,Diesel,3
Hilux SW4 4x4 3.0 8V TB Diesel,2277,56,2000 Diesel,2000-3,2000,Diesel,3
Hilux SW4 4x4 3.0 8V TB Diesel,2277,56,1999 Diesel,1999-3,1999,Diesel,3
Hilux SW4 4x4 3.0 8V TB Diesel,2277,56,1998 Diesel,1998-3,1998,Diesel,3
Hilux SW4 4x4 3.0 8V TB Diesel,2277,56,1997 Diesel,1997-3,1997,Diesel,3
Hilux SW4 Diamond 2.8 TB 4x4 Die. Aut.,9662,56,32000 Diesel,32000-3,32000,Diesel,3
Hilux SW4 Diamond 2.8 TB 4x4 Die. Aut.,9662,56,2024 Diesel,2024-3,2024,Diesel,3
Hilux SW4 Diamond 2.8 TB 4x4 Die. Aut.,9662,56,2023 Diesel,2023-3,2023,Diesel,3
Hilux SW4 Diamond 2.8 TB 4x4 Die. Aut.,9662,56,2022 Diesel,2022-3,2022,Diesel,3
Hilux SW4 GRS 2.8 TB 4x4 Diesel Aut.,9663,56,32000 Diesel,32000-3,32000,Diesel,3
Hilux SW4 GRS 2.8 TB 4x4 Diesel Aut.,9663,56,2024 Diesel,2024-3,2024,Diesel,3
Hilux SW4 GRS 2.8 TB 4x4 Diesel Aut.,9663,56,2023 Diesel,2023-3,2023,Diesel,3
Hilux SW4 GRS 2.8 TB 4x4 Diesel Aut.,9663,56,2022 Diesel,2022-3,2022,Diesel,3
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2021 Gasolina,2021-1,2021,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2020 Gasolina,2020-1,2020,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2019 Gasolina,2019-1,2019,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2018 Gasolina,2018-1,2018,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2017 Gasolina,2017-1,2017,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2015 Gasolina,2015-1,2015,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2014 Gasolina,2014-1,2014,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2013 Gasolina,2013-1,2013,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2012 Gasolina,2012-1,2012,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2010 Gasolina,2010-1,2010,Gasolina,1
Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,4906,56,2009 Gasolina,2009-1,2009,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2018 Gasolina,2018-1,2018,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2017 Gasolina,2017-1,2017,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2015 Gasolina,2015-1,2015,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2014 Gasolina,2014-1,2014,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2013 Gasolina,2013-1,2013,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2012 Gasolina,2012-1,2012,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2010 Gasolina,2010-1,2010,Gasolina,1
Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,4905,56,2009 Gasolina,2009-1,2009,Gasolina,1
Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut,6077,56,2015 Diesel,2015-3,2015,Diesel,3
Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut,6077,56,2014 Diesel,2014-3,2014,Diesel,3
Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut,6077,56,2013 Diesel,2013-3,2013,Diesel,3
Hilux SW4 SR D4-D 4x4 3.0 TDI Dies. Aut,6077,56,2012 Diesel,2012-3,2012,Diesel,3
Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.,8111,56,2021 Gasolina,2021-1,2021,Gasolina,1
Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.,8111,56,2020 Gasolina,2020-1,2020,Gasolina,1
Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.,8111,56,2019 Gasolina,2019-1,2019,Gasolina,1
Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.,8111,56,2018 Gasolina,2018-1,2018,Gasolina,1
Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,4907,56,2013 Gasolina,2013-1,2013,Gasolina,1
Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,4907,56,2012 Gasolina,2012-1,2012,Gasolina,1
Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,4907,56,2011 Gasolina,2011-1,2011,Gasolina,1
Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,4907,56,2010 Gasolina,2010-1,2010,Gasolina,1
Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,4907,56,2009 Gasolina,2009-1,2009,Gasolina,1
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2015 Diesel,2015-3,2015,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2014 Diesel,2014-3,2014,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2013 Diesel,2013-3,2013,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2012 Diesel,2012-3,2012,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2011 Diesel,2011-3,2011,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2010 Diesel,2010-3,2010,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2009 Diesel,2009-3,2009,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2008 Diesel,2008-3,2008,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2007 Diesel,2007-3,2007,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,3830,56,2006 Diesel,2006-3,2006,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec,3831,56,2010 Diesel,2010-3,2010,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec,3831,56,2009 Diesel,2009-3,2009,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec,3831,56,2008 Diesel,2008-3,2008,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec,3831,56,2007 Diesel,2007-3,2007,Diesel,3
Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec,3831,56,2006 Diesel,2006-3,2006,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,32000 Diesel,32000-3,32000,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2024 Diesel,2024-3,2024,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2023 Diesel,2023-3,2023,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2022 Diesel,2022-3,2022,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2021 Diesel,2021-3,2021,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2020 Diesel,2020-3,2020,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2019 Diesel,2019-3,2019,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2018 Diesel,2018-3,2018,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2017 Diesel,2017-3,2017,Diesel,3
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,7491,56,2016 Diesel,2016-3,2016,Diesel,3
Hilux SW4 SRX 4x4 4.0 V6 24V Aut.,7492,56,2017 Gasolina,2017-1,2017,Gasolina,1
Hilux SW4 SRX 4x4 4.0 V6 24V Aut.,7492,56,2016 Gasolina,2016-1,2016,Gasolina,1
Hilux SW4 SRX Diamo. 4x4 2.8 TB Die Aut.,8299,56,2020 Diesel,2020-3,2020,Diesel,3
Hilux SW4 SRX Diamo. 4x4 2.8 TB Die Aut.,8299,56,2019 Diesel,2019-3,2019,Diesel,3
Hilux SW4 SRX Plat. 4x4 2.8 TB Die. Aut.,10927,56,32000 Diesel,32000-3,32000,Diesel,3
Hilux SW4 SRX Plat. 4x4 2.8 TB Die. Aut.,10927,56,2024 Diesel,2024-3,2024,Diesel,3
Land Cruiser 4WD 4.5 24V,2278,56,1995 Gasolina,1995-1,1995,Gasolina,1
Land Cruiser 4WD 4.5 24V,2278,56,1994 Gasolina,1994-1,1994,Gasolina,1
Land Cruiser 4WD 4.5 24V,2278,56,1993 Gasolina,1993-1,1993,Gasolina,1
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2009 Diesel,2009-3,2009,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2008 Diesel,2008-3,2008,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2007 Diesel,2007-3,2007,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2006 Diesel,2006-3,2006,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2005 Diesel,2005-3,2005,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2004 Diesel,2004-3,2004,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2003 Diesel,2003-3,2003,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2279,56,2002 Diesel,2002-3,2002,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2280,56,2007 Diesel,2007-3,2007,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2280,56,2006 Diesel,2006-3,2006,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2280,56,2005 Diesel,2005-3,2005,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2280,56,2004 Diesel,2004-3,2004,Diesel,3
Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2280,56,2003 Diesel,2003-3,2003,Diesel,3
MR-2 Turbo 2.0,2281,56,1994 Gasolina,1994-1,1994,Gasolina,1
MR-2 Turbo 2.0,2281,56,1993 Gasolina,1993-1,1993,Gasolina,1
MR-2 Turbo 2.0,2281,56,1992 Gasolina,1992-1,1992,Gasolina,1
MR-2 Turbo 2.0,2281,56,1991 Gasolina,1991-1,1991,Gasolina,1
Paseo,2282,56,1996 Gasolina,1996-1,1996,Gasolina,1
Paseo,2282,56,1995 Gasolina,1995-1,1995,Gasolina,1
Paseo,2282,56,1994 Gasolina,1994-1,1994,Gasolina,1
Paseo,2282,56,1993 Gasolina,1993-1,1993,Gasolina,1
Paseo,2282,56,1992 Gasolina,1992-1,1992,Gasolina,1
Previa LE 2.4 16V,2283,56,1995 Gasolina,1995-1,1995,Gasolina,1
Previa LE 2.4 16V,2283,56,1994 Gasolina,1994-1,1994,Gasolina,1
Previa LE 2.4 16V,2283,56,1993 Gasolina,1993-1,1993,Gasolina,1
Previa LE 2.4 16V,2283,56,1992 Gasolina,1992-1,1992,Gasolina,1
Previa LE 2.4 16V,2283,56,1991 Gasolina,1991-1,1991,Gasolina,1
Previa LX 2.5,2284,56,1992 Gasolina,1992-1,1992,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2021 Gasolina,2021-1,2021,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2020 Gasolina,2020-1,2020,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2019 Gasolina,2019-1,2019,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2018 Gasolina,2018-1,2018,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2017 Gasolina,2017-1,2017,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2016 Gasolina,2016-1,2016,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2015 Gasolina,2015-1,2015,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2013 Gasolina,2013-1,2013,Gasolina,1
PRIUS 1.8 16V 5p Aut. (Híbrido),10044,56,2012 Gasolina,2012-1,2012,Gasolina,1
RAV4 2.0 4x2 16V Aut.,6470,56,2018 Gasolina,2018-1,2018,Gasolina,1
RAV4 2.0 4x2 16V Aut.,6470,56,2015 Gasolina,2015-1,2015,Gasolina,1
RAV4 2.0 4x2 16V Aut.,6470,56,2014 Gasolina,2014-1,2014,Gasolina,1
RAV4 2.0 4x2 16V Aut.,6470,56,2013 Gasolina,2013-1,2013,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2015 Gasolina,2015-1,2015,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2014 Gasolina,2014-1,2014,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2013 Gasolina,2013-1,2013,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2005 Gasolina,2005-1,2005,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2004 Gasolina,2004-1,2004,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2003 Gasolina,2003-1,2003,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2002 Gasolina,2002-1,2002,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2001 Gasolina,2001-1,2001,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,2000 Gasolina,2000-1,2000,Gasolina,1
RAV4 2.0 4x4 16V Aut.,2285,56,1999 Gasolina,1999-1,1999,Gasolina,1
RAV4 2.0 4x4 16V Mec.,2286,56,2002 Gasolina,2002-1,2002,Gasolina,1
RAV4 2.0 4x4 16V Mec.,2286,56,2001 Gasolina,2001-1,2001,Gasolina,1
RAV4 2.0 4x4 16V Mec.,2286,56,2000 Gasolina,2000-1,2000,Gasolina,1
RAV4 2.0 4x4 16V Mec.,2286,56,1999 Gasolina,1999-1,1999,Gasolina,1
RAV4 2.0 HIGH 4x2 16V Aut.,7124,56,2015 Gasolina,2015-1,2015,Gasolina,1
RAV4 2.0 TOP 4x2 16V Aut.,7215,56,2019 Gasolina,2019-1,2019,Gasolina,1
RAV4 2.0 TOP 4x2 16V Aut.,7215,56,2018 Gasolina,2018-1,2018,Gasolina,1
RAV4 2.0 TOP 4x2 16V Aut.,7215,56,2017 Gasolina,2017-1,2017,Gasolina,1
RAV4 2.0 TOP 4x2 16V Aut.,7215,56,2015 Gasolina,2015-1,2015,Gasolina,1
RAV4 2.4 4x2 16V 170cv Aut.,5431,56,2012 Gasolina,2012-1,2012,Gasolina,1
RAV4 2.4 4x2 16V 170cv Aut.,5431,56,2011 Gasolina,2011-1,2011,Gasolina,1
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2012 Gasolina,2012-1,2012,Gasolina,1
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2011 Gasolina,2011-1,2011,Gasolina,1
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2010 Gasolina,2010-1,2010,Gasolina,1
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2009 Gasolina,2009-1,2009,Gasolina,1
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2008 Gasolina,2008-1,2008,Gasolina,1
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2007 Gasolina,2007-1,2007,Gasolina,1
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2006 Gasolina,2006-1,2006,Gasolina,1
RAV4 2.5 4x4 16V Aut.,6471,56,2016 Gasolina,2016-1,2016,Gasolina,1
RAV4 2.5 4x4 16V Aut.,6471,56,2015 Gasolina,2015-1,2015,Gasolina,1
RAV4 2.5 4x4 16V Aut.,6471,56,2014 Gasolina,2014-1,2014,Gasolina,1
RAV4 2.5 4x4 16V Aut.,6471,56,2013 Gasolina,2013-1,2013,Gasolina,1
RAV4 2.5 S 4x4  Aut. (Híbrido),10056,56,2020 Gasolina,2020-1,2020,Gasolina,1
RAV4 2.5 S 4x4  Aut. (Híbrido),10056,56,2019 Gasolina,2019-1,2019,Gasolina,1
RAV4 2.5 S Connect 4x4  Aut. (Híbrido),10057,56,2020 Gasolina,2020-1,2020,Gasolina,1
RAV4 2.5 SX 4x4  Aut. (Híbrido),10058,56,2020 Gasolina,2020-1,2020,Gasolina,1
RAV4 2.5 SX 4x4  Aut. (Híbrido),10058,56,2019 Gasolina,2019-1,2019,Gasolina,1
RAV4 2.5 SX Connect 4x4  Aut. (Híbrido),10059,56,32000 Gasolina,32000-1,32000,Gasolina,1
RAV4 2.5 SX Connect 4x4  Aut. (Híbrido),10059,56,2024 Gasolina,2024-1,2024,Gasolina,1
RAV4 2.5 SX Connect 4x4  Aut. (Híbrido),10059,56,2023 Gasolina,2023-1,2023,Gasolina,1
RAV4 2.5 SX Connect 4x4  Aut. (Híbrido),10059,56,2022 Gasolina,2022-1,2022,Gasolina,1
RAV4 2.5 SX Connect 4x4  Aut. (Híbrido),10059,56,2021 Gasolina,2021-1,2021,Gasolina,1
RAV4 2.5 SX Connect 4x4  Aut. (Híbrido),10059,56,2020 Gasolina,2020-1,2020,Gasolina,1
RAV4 2.5 XSE 4x4 Aut. (Híbrido),11024,56,32000 Gasolina,32000-1,32000,Gasolina,1
RAV4 2.5 XSE 4x4 Aut. (Híbrido),11024,56,2024 Gasolina,2024-1,2024,Gasolina,1
Supra,2287,56,2007 Gasolina,2007-1,2007,Gasolina,1
Supra,2287,56,1995 Gasolina,1995-1,1995,Gasolina,1
Supra,2287,56,1994 Gasolina,1994-1,1994,Gasolina,1
Supra,2287,56,1993 Gasolina,1993-1,1993,Gasolina,1
T-100 3.4 V6,2288,56,1995 Gasolina,1995-1,1995,Gasolina,1
T-100 3.4 V6,2288,56,1994 Gasolina,1994-1,1994,Gasolina,1
YARIS S 1.5 Flex 16V 5p Aut.,9216,56,2021 Gasolina,2021-1,2021,Gasolina,1
YARIS XL 1.3 Flex 16V 5p Aut.,8358,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL 1.3 Flex 16V 5p Aut.,8358,56,2019 Gasolina,2019-1,2019,Gasolina,1
YARIS XL 1.3 Flex 16V 5p Mec.,8359,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL 1.3 Flex 16V 5p Mec.,8359,56,2019 Gasolina,2019-1,2019,Gasolina,1
YARIS XL 1.5 Flex 16V 5p Aut.,9726,56,32000 Gasolina,32000-1,32000,Gasolina,1
YARIS XL 1.5 Flex 16V 5p Aut.,9726,56,2025 Gasolina,2025-1,2025,Gasolina,1
YARIS XL 1.5 Flex 16V 5p Aut.,9726,56,2024 Gasolina,2024-1,2024,Gasolina,1
YARIS XL 1.5 Flex 16V 5p Aut.,9726,56,2023 Gasolina,2023-1,2023,Gasolina,1
YARIS XL Live 1.3 Flex 16V 5p Aut.,8932,56,2022 Gasolina,2022-1,2022,Gasolina,1
YARIS XL Live 1.3 Flex 16V 5p Aut.,8932,56,2021 Gasolina,2021-1,2021,Gasolina,1
YARIS XL Live 1.3 Flex 16V 5p Aut.,8932,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL Live 1.3 Flex 16V 5p Mec.,8933,56,2021 Gasolina,2021-1,2021,Gasolina,1
YARIS XL Live 1.3 Flex 16V 5p Mec.,8933,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL Live Sedan 1.5 Flex 16V 4p Aut.,8934,56,2022 Gasolina,2022-1,2022,Gasolina,1
YARIS XL Live Sedan 1.5 Flex 16V 4p Aut.,8934,56,2021 Gasolina,2021-1,2021,Gasolina,1
YARIS XL Live Sedan 1.5 Flex 16V 4p Aut.,8934,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL Live Sedan 1.5 Flex 16V 4p Mec.,8935,56,2021 Gasolina,2021-1,2021,Gasolina,1
YARIS XL Live Sedan 1.5 Flex 16V 4p Mec.,8935,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL Plus Con. 1.5 Flex 16V 5p Aut.,8936,56,2022 Gasolina,2022-1,2022,Gasolina,1
YARIS XL Plus Con. 1.5 Flex 16V 5p Aut.,8936,56,2021 Gasolina,2021-1,2021,Gasolina,1
YARIS XL Plus Con. 1.5 Flex 16V 5p Aut.,8936,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut,8937,56,2022 Gasolina,2022-1,2022,Gasolina,1
YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut,8937,56,2021 Gasolina,2021-1,2021,Gasolina,1
YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut,8937,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.,8360,56,2020 Gasolina,2020-1,2020,Gasolina,1
YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.,8360,56,2019 Gasolina,2019-1,2019,Gasolina,1
