nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel
MARRUÁ AM 200 2.8 CS TDI Diesel,4568,2,2010 Diesel,2010-3,2010,Diesel,3
MARRUÁ AM 200 2.8 CS TDI Diesel,4568,2,2009 Diesel,2009-3,2009,Diesel,3
MARRUÁ AM 200 2.8 CS TDI Diesel,4568,2,2008 Diesel,2008-3,2008,Diesel,3
MARRUÁ AM 200 2.8 CS TDI Diesel,4568,2,2007 Diesel,2007-3,2007,Diesel,3
MARRUÁ AM 200 Esc. 3.8 TDI Die.Aut. (E6),10883,2,32000 Diesel,32000-3,32000,Diesel,3
MARRUÁ AM 200 Esc. 3.8 TDI Die.Aut. (E6),10883,2,2024 Diesel,2024-3,2024,Diesel,3
MARRUÁ AM 200 Esc. 3.8 TDI Die.Aut. (E6),10883,2,2023 Diesel,2023-3,2023,Diesel,3
MARRUÁ AM 200 Escolar 2.8 TDI Diesel,9352,2,2022 Diesel,2022-3,2022,Diesel,3
MARRUÁ AM 200 Escolar 2.8 TDI Diesel,9352,2,2021 Diesel,2021-3,2021,Diesel,3
MARRUÁ AM 200 Escolar 3.8 TDI Die. (E6),10884,2,32000 Diesel,32000-3,32000,Diesel,3
MARRUÁ AM 200 Escolar 3.8 TDI Die. (E6),10884,2,2024 Diesel,2024-3,2024,Diesel,3
MARRUÁ AM 200 Escolar 3.8 TDI Die. (E6),10884,2,2023 Diesel,2023-3,2023,Diesel,3
MARRUÁ AM 200 Microbus 2.8 TDI Diesel,9353,2,2022 Diesel,2022-3,2022,Diesel,3
MARRUÁ AM 200 Microbus 2.8 TDI Diesel,9353,2,2021 Diesel,2021-3,2021,Diesel,3
MARRUÁ AM 250 3.8 CD TDI Die. Aut. (E6),10864,2,32000 Diesel,32000-3,32000,Diesel,3
MARRUÁ AM 250 3.8 CD TDI Die. Aut. (E6),10864,2,2024 Diesel,2024-3,2024,Diesel,3
MARRUÁ AM 250 3.8 CD TDI Die. Aut. (E6),10864,2,2023 Diesel,2023-3,2023,Diesel,3
MARRUÁ AM 250 3.8 CD TDI Diesel (E6),10569,2,32000 Diesel,32000-3,32000,Diesel,3
MARRUÁ AM 250 3.8 CD TDI Diesel (E6),10569,2,2024 Diesel,2024-3,2024,Diesel,3
MARRUÁ AM 250 3.8 CD TDI Diesel (E6),10569,2,2023 Diesel,2023-3,2023,Diesel,3
MARRUÁ AM 250 3.8 CS TDI Die. Aut. (E6),10865,2,32000 Diesel,32000-3,32000,Diesel,3
MARRUÁ AM 250 3.8 CS TDI Die. Aut. (E6),10865,2,2024 Diesel,2024-3,2024,Diesel,3
MARRUÁ AM 250 3.8 CS TDI Die. Aut. (E6),10865,2,2023 Diesel,2023-3,2023,Diesel,3
MARRUÁ AM 250 3.8 CS TDI Diesel (E6),10866,2,32000 Diesel,32000-3,32000,Diesel,3
MARRUÁ AM 250 3.8 CS TDI Diesel (E6),10866,2,2024 Diesel,2024-3,2024,Diesel,3
MARRUÁ AM 250 3.8 CS TDI Diesel (E6),10866,2,2023 Diesel,2023-3,2023,Diesel,3
MARRUÁ AM 50 2.8 140cv TDI Diesel,4569,2,2011 Diesel,2011-3,2011,Diesel,3
MARRUÁ AM 50 2.8 140cv TDI Diesel,4569,2,2010 Diesel,2010-3,2010,Diesel,3
MARRUÁ AM 50 2.8 140cv TDI Diesel,4569,2,2009 Diesel,2009-3,2009,Diesel,3
MARRUÁ AM 50 2.8 140cv TDI Diesel,4569,2,2008 Diesel,2008-3,2008,Diesel,3
145 Elegant 1.7/1.8 16V,5,3,1999 Gasolina,1999-1,1999,Gasolina,1
145 Elegant 1.7/1.8 16V,5,3,1998 Gasolina,1998-1,1998,Gasolina,1
145 Elegant 1.7/1.8 16V,5,3,1997 Gasolina,1997-1,1997,Gasolina,1
145 Elegant 1.7/1.8 16V,5,3,1996 Gasolina,1996-1,1996,Gasolina,1
145 Elegant 2.0 16V,6,3,1998 Gasolina,1998-1,1998,Gasolina,1
145 Elegant 2.0 16V,6,3,1997 Gasolina,1997-1,1997,Gasolina,1
145 Elegant 2.0 16V,6,3,1996 Gasolina,1996-1,1996,Gasolina,1
145 Elegant 2.0 16V,6,3,1995 Gasolina,1995-1,1995,Gasolina,1
145 Quadrifoglio 2.0,7,3,1999 Gasolina,1999-1,1999,Gasolina,1
145 Quadrifoglio 2.0,7,3,1998 Gasolina,1998-1,1998,Gasolina,1
145 Quadrifoglio 2.0,7,3,1997 Gasolina,1997-1,1997,Gasolina,1
145 Quadrifoglio 2.0,7,3,1996 Gasolina,1996-1,1996,Gasolina,1
145 QV,8,3,1998 Gasolina,1998-1,1998,Gasolina,1
145 QV,8,3,1997 Gasolina,1997-1,1997,Gasolina,1
145 QV,8,3,1996 Gasolina,1996-1,1996,Gasolina,1
147 2.0 16V 148cv 4p Semi-Aut.,9,3,2005 Gasolina,2005-1,2005,Gasolina,1
147 2.0 16V 148cv 4p Semi-Aut.,9,3,2004 Gasolina,2004-1,2004,Gasolina,1
147 2.0 16V 148cv 4p Semi-Aut.,9,3,2003 Gasolina,2003-1,2003,Gasolina,1
155,10,3,1997 Gasolina,1997-1,1997,Gasolina,1
155,10,3,1996 Gasolina,1996-1,1996,Gasolina,1
155,10,3,1995 Gasolina,1995-1,1995,Gasolina,1
155 Super,11,3,1997 Gasolina,1997-1,1997,Gasolina,1
155 Super,11,3,1996 Gasolina,1996-1,1996,Gasolina,1
155 Super,11,3,1995 Gasolina,1995-1,1995,Gasolina,1
156 2.5 V6 24V 190cv 4p Aut.,12,3,2003 Gasolina,2003-1,2003,Gasolina,1
156 2.5 V6 24V 190cv 4p Aut.,12,3,1999 Gasolina,1999-1,1999,Gasolina,1
156 Sport Wagon 2.0 16V,13,3,2002 Gasolina,2002-1,2002,Gasolina,1
156 Sport Wagon 2.0 16V,13,3,2001 Gasolina,2001-1,2001,Gasolina,1
156 Sport Wagon 2.5 V6 24V 4p Aut.,14,3,2004 Gasolina,2004-1,2004,Gasolina,1
156 Sport Wagon 2.5 V6 24V 4p Aut.,14,3,2003 Gasolina,2003-1,2003,Gasolina,1
156 TS/Sport/Elegant 2.0 16V,15,3,2002 Gasolina,2002-1,2002,Gasolina,1
156 TS/Sport/Elegant 2.0 16V,15,3,2001 Gasolina,2001-1,2001,Gasolina,1
156 TS/Sport/Elegant 2.0 16V,15,3,2000 Gasolina,2000-1,2000,Gasolina,1
156 TS/Sport/Elegant 2.0 16V,15,3,1999 Gasolina,1999-1,1999,Gasolina,1
164 3.0 V6,16,3,1996 Gasolina,1996-1,1996,Gasolina,1
164 3.0 V6,16,3,1995 Gasolina,1995-1,1995,Gasolina,1
164 3.0 V6,16,3,1994 Gasolina,1994-1,1994,Gasolina,1
164 3.0 V6,16,3,1993 Gasolina,1993-1,1993,Gasolina,1
164 3.0 V6,16,3,1992 Gasolina,1992-1,1992,Gasolina,1
164 3.0 V6,16,3,1991 Gasolina,1991-1,1991,Gasolina,1
164 Super V6 24V,17,3,1996 Gasolina,1996-1,1996,Gasolina,1
164 Super V6 24V,17,3,1995 Gasolina,1995-1,1995,Gasolina,1
166 3.0 V6 24V,18,3,2003 Gasolina,2003-1,2003,Gasolina,1
166 3.0 V6 24V,18,3,2002 Gasolina,2002-1,2002,Gasolina,1
166 3.0 V6 24V,18,3,2001 Gasolina,2001-1,2001,Gasolina,1
166 3.0 V6 24V,18,3,2000 Gasolina,2000-1,2000,Gasolina,1
166 3.0 V6 24V,18,3,1999 Gasolina,1999-1,1999,Gasolina,1
2300 TI/TI-4,19,3,1986 Gasolina,1986-1,1986,Gasolina,1
2300 TI/TI-4,19,3,1985 Gasolina,1985-1,1985,Gasolina,1
Spider 2.0/3.0,20,3,1997 Gasolina,1997-1,1997,Gasolina,1
Spider 2.0/3.0,20,3,1996 Gasolina,1996-1,1996,Gasolina,1
Spider 2.0/3.0,20,3,1995 Gasolina,1995-1,1995,Gasolina,1
Spider 2.0/3.0,20,3,1993 Gasolina,1993-1,1993,Gasolina,1
Spider 2.0/3.0,20,3,1992 Gasolina,1992-1,1992,Gasolina,1
Spider 2.0/3.0,20,3,1991 Gasolina,1991-1,1991,Gasolina,1
RS Q3 2.5 TFSI Quattro S-tronic 5p,6865,6,2022 Gasolina,2022-1,2022,Gasolina,1
RS Q3 2.5 TFSI Quattro S-tronic 5p,6865,6,2021 Gasolina,2021-1,2021,Gasolina,1
RS Q3 2.5 TFSI Quattro S-tronic 5p,6865,6,2018 Gasolina,2018-1,2018,Gasolina,1
RS Q3 2.5 TFSI Quattro S-tronic 5p,6865,6,2017 Gasolina,2017-1,2017,Gasolina,1
RS Q3 2.5 TFSI Quattro S-tronic 5p,6865,6,2016 Gasolina,2016-1,2016,Gasolina,1
RS Q3 2.5 TFSI Quattro S-tronic 5p,6865,6,2015 Gasolina,2015-1,2015,Gasolina,1
RS Q3 2.5 TFSI Quattro S-tronic 5p,6865,6,2014 Gasolina,2014-1,2014,Gasolina,1
RS Q3 Sportback 2.5 TFSI Quattro S-tron.,9292,6,2022 Gasolina,2022-1,2022,Gasolina,1
RS Q3 Sportback 2.5 TFSI Quattro S-tron.,9292,6,2021 Gasolina,2021-1,2021,Gasolina,1
RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic,9224,6,32000 Gasolina,32000-1,32000,Gasolina,1
RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic,9224,6,2023 Gasolina,2023-1,2023,Gasolina,1
RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic,9224,6,2022 Gasolina,2022-1,2022,Gasolina,1
RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic,9224,6,2021 Gasolina,2021-1,2021,Gasolina,1
RS3 Sedan 2.5 TFSI Quattro S-tronic,8175,6,2018 Gasolina,2018-1,2018,Gasolina,1
RS3 Sedan 2.5 TFSI Quattro S-tronic,8175,6,2017 Gasolina,2017-1,2017,Gasolina,1
RS3 Sportback 2.5 TFSI Quattro S-tronic,5922,6,2018 Gasolina,2018-1,2018,Gasolina,1
RS3 Sportback 2.5 TFSI Quattro S-tronic,5922,6,2016 Gasolina,2016-1,2016,Gasolina,1
RS3 Sportback 2.5 TFSI Quattro S-tronic,5922,6,2013 Gasolina,2013-1,2013,Gasolina,1
RS3 Sportback 2.5 TFSI Quattro S-tronic,5922,6,2012 Gasolina,2012-1,2012,Gasolina,1
RS4 2.7 Avant V6 30V BI-TB Quattro 380cv,130,6,2001 Gasolina,2001-1,2001,Gasolina,1
RS4 2.9 Avant V6 TFSI Quattro Tiptronic,8628,6,2022 Gasolina,2022-1,2022,Gasolina,1
RS4 2.9 Avant V6 TFSI Quattro Tiptronic,8628,6,2021 Gasolina,2021-1,2021,Gasolina,1
RS4 2.9 Avant V6 TFSI Quattro Tiptronic,8628,6,2019 Gasolina,2019-1,2019,Gasolina,1
RS4 4.2 Avant 32V FSI Quattro S-tronic,6487,6,2015 Gasolina,2015-1,2015,Gasolina,1
RS4 4.2 Avant 32V FSI Quattro S-tronic,6487,6,2014 Gasolina,2014-1,2014,Gasolina,1
RS4 4.2 Avant 32V FSI Quattro S-tronic,6487,6,2013 Gasolina,2013-1,2013,Gasolina,1
RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,5410,6,2015 Gasolina,2015-1,2015,Gasolina,1
RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,5410,6,2014 Gasolina,2014-1,2014,Gasolina,1
RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,5410,6,2013 Gasolina,2013-1,2013,Gasolina,1
RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,5410,6,2012 Gasolina,2012-1,2012,Gasolina,1
RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,5410,6,2011 Gasolina,2011-1,2011,Gasolina,1
RS5 Coupê 2.9 V6 TFSI Quattro Tiptronic,8629,6,2019 Gasolina,2019-1,2019,Gasolina,1
RS5 SPB. C.Plus Track 2.9 Quat. S-tronic,10681,6,32000 Gasolina,32000-1,32000,Gasolina,1
RS5 SPB. C.Plus Track 2.9 Quat. S-tronic,10681,6,2024 Gasolina,2024-1,2024,Gasolina,1
RS5 SPB. C.Plus Track 2.9 Quat. S-tronic,10681,6,2023 Gasolina,2023-1,2023,Gasolina,1
RS5 SPB. Compet. Plus 2.9 Quat. S-tronic,10682,6,32000 Gasolina,32000-1,32000,Gasolina,1
RS5 SPB. Compet. Plus 2.9 Quat. S-tronic,10682,6,2024 Gasolina,2024-1,2024,Gasolina,1
RS5 SPB. Compet. Plus 2.9 Quat. S-tronic,10682,6,2023 Gasolina,2023-1,2023,Gasolina,1
RS5 Sportback 2.9 V6 TFSI Quattro Tip.,9247,6,2023 Gasolina,2023-1,2023,Gasolina,1
RS5 Sportback 2.9 V6 TFSI Quattro Tip.,9247,6,2022 Gasolina,2022-1,2022,Gasolina,1
RS5 Sportback 2.9 V6 TFSI Quattro Tip.,9247,6,2021 Gasolina,2021-1,2021,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,32000 Gasolina,32000-1,32000,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2024 Gasolina,2024-1,2024,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2023 Gasolina,2023-1,2023,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2022 Gasolina,2022-1,2022,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2021 Gasolina,2021-1,2021,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2018 Gasolina,2018-1,2018,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2017 Gasolina,2017-1,2017,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2016 Gasolina,2016-1,2016,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2015 Gasolina,2015-1,2015,Gasolina,1
RS6 4.0 Avant TFSI BI-TB Quat.Tip.(Hib.),10227,6,2014 Gasolina,2014-1,2014,Gasolina,1
RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,131,6,2004 Gasolina,2004-1,2004,Gasolina,1
RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,131,6,2003 Gasolina,2003-1,2003,Gasolina,1
RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,132,6,2004 Gasolina,2004-1,2004,Gasolina,1
RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,132,6,2003 Gasolina,2003-1,2003,Gasolina,1
RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,5335,6,2011 Gasolina,2011-1,2011,Gasolina,1
RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,5335,6,2010 Gasolina,2010-1,2010,Gasolina,1
RS6 5.0 FSI V10 Bi-TB Quattro Tip.,5336,6,2011 Gasolina,2011-1,2011,Gasolina,1
RS6 5.0 FSI V10 Bi-TB Quattro Tip.,5336,6,2010 Gasolina,2010-1,2010,Gasolina,1
RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883,6,2022 Gasolina,2022-1,2022,Gasolina,1
RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883,6,2021 Gasolina,2021-1,2021,Gasolina,1
RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883,6,2018 Gasolina,2018-1,2018,Gasolina,1
RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883,6,2017 Gasolina,2017-1,2017,Gasolina,1
RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883,6,2016 Gasolina,2016-1,2016,Gasolina,1
RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883,6,2015 Gasolina,2015-1,2015,Gasolina,1
RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883,6,2014 Gasolina,2014-1,2014,Gasolina,1
S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769,6,2020 Gasolina,2020-1,2020,Gasolina,1
S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769,6,2019 Gasolina,2019-1,2019,Gasolina,1
S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769,6,2018 Gasolina,2018-1,2018,Gasolina,1
S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769,6,2017 Gasolina,2017-1,2017,Gasolina,1
S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769,6,2016 Gasolina,2016-1,2016,Gasolina,1
S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769,6,2015 Gasolina,2015-1,2015,Gasolina,1
S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769,6,2014 Gasolina,2014-1,2014,Gasolina,1
S3 1.8 225cv Turbo Quattro,133,6,2003 Gasolina,2003-1,2003,Gasolina,1
S3 1.8 225cv Turbo Quattro,133,6,2002 Gasolina,2002-1,2002,Gasolina,1
S3 1.8 225cv Turbo Quattro,133,6,2001 Gasolina,2001-1,2001,Gasolina,1
S3 1.8 225cv Turbo Quattro,133,6,2000 Gasolina,2000-1,2000,Gasolina,1
S3 1.8 225cv Turbo Quattro,133,6,1999 Gasolina,1999-1,1999,Gasolina,1
S3 Sedan 2.0 TFSI Quattro 286cv S-tronic,6951,6,2016 Gasolina,2016-1,2016,Gasolina,1
S3 Sedan 2.0 TFSI Quattro 286cv S-tronic,6951,6,2015 Gasolina,2015-1,2015,Gasolina,1
S3 Sedan 2.0 TFSI Quattro 286cv S-tronic,6951,6,2014 Gasolina,2014-1,2014,Gasolina,1
S3 Sportback 2.0 TFSI Quattro S Tronic,5127,6,2016 Gasolina,2016-1,2016,Gasolina,1
S3 Sportback 2.0 TFSI Quattro S Tronic,5127,6,2015 Gasolina,2015-1,2015,Gasolina,1
S3 Sportback 2.0 TFSI Quattro S Tronic,5127,6,2014 Gasolina,2014-1,2014,Gasolina,1
S3 Sportback 2.0 TFSI Quattro S Tronic,5127,6,2013 Gasolina,2013-1,2013,Gasolina,1
S3 Sportback 2.0 TFSI Quattro S Tronic,5127,6,2012 Gasolina,2012-1,2012,Gasolina,1
S3 Sportback 2.0 TFSI Quattro S Tronic,5127,6,2011 Gasolina,2011-1,2011,Gasolina,1
S3 Sportback 2.0 TFSI Quattro S Tronic,5127,6,2010 Gasolina,2010-1,2010,Gasolina,1
S4 2.7 Avant Turbo Quattro,134,6,2001 Gasolina,2001-1,2001,Gasolina,1
S4 2.7 Avant Turbo Quattro,134,6,2000 Gasolina,2000-1,2000,Gasolina,1
S4 2.7 Turbo Quattro Mec.,135,6,2001 Gasolina,2001-1,2001,Gasolina,1
S4 2.7 Turbo Quattro Mec.,135,6,2000 Gasolina,2000-1,2000,Gasolina,1
S4 2.7 Turbo Quattro Mec.,135,6,1999 Gasolina,1999-1,1999,Gasolina,1
S4 3.0 Avant TFSI V6 24V Quattro Stronic,6085,6,2014 Gasolina,2014-1,2014,Gasolina,1
S4 3.0 Avant TFSI V6 24V Quattro Stronic,6085,6,2013 Gasolina,2013-1,2013,Gasolina,1
S4 3.0 Avant TFSI V6 24V Quattro Stronic,6085,6,2012 Gasolina,2012-1,2012,Gasolina,1
S4 3.0 TFSI V6 24V Quattro Stronic,6086,6,2014 Gasolina,2014-1,2014,Gasolina,1
S4 3.0 TFSI V6 24V Quattro Stronic,6086,6,2013 Gasolina,2013-1,2013,Gasolina,1
S4 3.0 TFSI V6 24V Quattro Stronic,6086,6,2012 Gasolina,2012-1,2012,Gasolina,1
S4 3.0 TFSI V6 24V Quattro Stronic,6086,6,2011 Gasolina,2011-1,2011,Gasolina,1
S4 4.2 Avant V8 40V 344cv Quattro Tipt.,136,6,2005 Gasolina,2005-1,2005,Gasolina,1
S4 4.2 Avant V8 40V 344cv Quattro Tipt.,136,6,2004 Gasolina,2004-1,2004,Gasolina,1
S4 4.2 V8 40V 344cv Quattro Tiptronic,137,6,2005 Gasolina,2005-1,2005,Gasolina,1
S4 4.2 V8 40V 344cv Quattro Tiptronic,137,6,2004 Gasolina,2004-1,2004,Gasolina,1
S5 Cabriolet 3.0 TFSI Quattro Stronic,6087,6,2013 Gasolina,2013-1,2013,Gasolina,1
S5 Cabriolet 3.0 TFSI Quattro Stronic,6087,6,2012 Gasolina,2012-1,2012,Gasolina,1
S5 Coupê 3.0 TFSI Quattro Stronic,6088,6,2013 Gasolina,2013-1,2013,Gasolina,1
S5 Coupê 3.0 TFSI Quattro Stronic,6088,6,2012 Gasolina,2012-1,2012,Gasolina,1
S5 Sportback 3.0 TFSI Quattro Stronic,6089,6,2015 Gasolina,2015-1,2015,Gasolina,1
S5 Sportback 3.0 TFSI Quattro Stronic,6089,6,2014 Gasolina,2014-1,2014,Gasolina,1
S5 Sportback 3.0 TFSI Quattro Stronic,6089,6,2013 Gasolina,2013-1,2013,Gasolina,1
S5 Sportback 3.0 TFSI Quattro Stronic,6089,6,2012 Gasolina,2012-1,2012,Gasolina,1
S6 2.2 20V TB,138,6,1997 Gasolina,1997-1,1997,Gasolina,1
S6 2.2 20V TB,138,6,1996 Gasolina,1996-1,1996,Gasolina,1
S6 2.2 20V TB,138,6,1995 Gasolina,1995-1,1995,Gasolina,1
S6 2.2 20V TB,138,6,1994 Gasolina,1994-1,1994,Gasolina,1
S6 2.2 Avant 20V TB,139,6,1997 Gasolina,1997-1,1997,Gasolina,1
S6 2.2 Avant 20V TB,139,6,1996 Gasolina,1996-1,1996,Gasolina,1
S6 2.2 Avant 20V TB,139,6,1995 Gasolina,1995-1,1995,Gasolina,1
S6 4.0 TFSI Quattro S-Tronic 4p,7302,6,2016 Gasolina,2016-1,2016,Gasolina,1
S6 4.0 TFSI Quattro S-Tronic 4p,7302,6,2015 Gasolina,2015-1,2015,Gasolina,1
S6 4.0 TFSI Quattro S-Tronic 4p,7302,6,2014 Gasolina,2014-1,2014,Gasolina,1
S6 4.0 TFSI Quattro S-Tronic 4p,7302,6,2013 Gasolina,2013-1,2013,Gasolina,1
Renegade Limited 2.0 4x4 TB Diesel Aut.,8057,29,2018 Diesel,2018-3,2018,Diesel,3
Renegade Long. T270 1.3 TB 4x2 Flex Aut.,9745,29,32000 Gasolina,32000-1,32000,Gasolina,1
Renegade Long. T270 1.3 TB 4x2 Flex Aut.,9745,29,2024 Gasolina,2024-1,2024,Gasolina,1
Renegade Long. T270 1.3 TB 4x2 Flex Aut.,9745,29,2023 Gasolina,2023-1,2023,Gasolina,1
Renegade Long. T270 1.3 TB 4x2 Flex Aut.,9745,29,2022 Gasolina,2022-1,2022,Gasolina,1
Renegade Longitude 1.8 4x2 Flex 16V Aut.,7186,29,2021 Gasolina,2021-1,2021,Gasolina,1
Renegade Longitude 1.8 4x2 Flex 16V Aut.,7186,29,2020 Gasolina,2020-1,2020,Gasolina,1
Renegade Longitude 1.8 4x2 Flex 16V Aut.,7186,29,2019 Gasolina,2019-1,2019,Gasolina,1
Renegade Longitude 1.8 4x2 Flex 16V Aut.,7186,29,2018 Gasolina,2018-1,2018,Gasolina,1
Renegade Longitude 1.8 4x2 Flex 16V Aut.,7186,29,2017 Gasolina,2017-1,2017,Gasolina,1
Renegade Longitude 1.8 4x2 Flex 16V Aut.,7186,29,2016 Gasolina,2016-1,2016,Gasolina,1
Renegade Longitude 1.8 4x2 Flex 16V Aut.,7186,29,2015 Gasolina,2015-1,2015,Gasolina,1
Renegade Longitude 2.0 4x4 TB Diesel Aut,7187,29,2021 Diesel,2021-3,2021,Diesel,3
Renegade Longitude 2.0 4x4 TB Diesel Aut,7187,29,2020 Diesel,2020-3,2020,Diesel,3
Renegade Longitude 2.0 4x4 TB Diesel Aut,7187,29,2019 Diesel,2019-3,2019,Diesel,3
Renegade Longitude 2.0 4x4 TB Diesel Aut,7187,29,2018 Diesel,2018-3,2018,Diesel,3
Renegade Longitude 2.0 4x4 TB Diesel Aut,7187,29,2017 Diesel,2017-3,2017,Diesel,3
Renegade Longitude 2.0 4x4 TB Diesel Aut,7187,29,2016 Diesel,2016-3,2016,Diesel,3
Renegade Moab 2.0 4x4 TB Diesel Aut.,9165,29,2021 Diesel,2021-3,2021,Diesel,3
Renegade Night Eagle 1.8 4x2  Flex Aut.,8058,29,2018 Gasolina,2018-1,2018,Gasolina,1
Renegade Night Eagle 2.0 4x4 TB Die. Aut,8059,29,2018 Diesel,2018-3,2018,Diesel,3
Renegade S T270 1.3 TB 4x4 Flex Aut.,9746,29,32000 Gasolina,32000-1,32000,Gasolina,1
Renegade S T270 1.3 TB 4x4 Flex Aut.,9746,29,2024 Gasolina,2024-1,2024,Gasolina,1
Renegade S T270 1.3 TB 4x4 Flex Aut.,9746,29,2023 Gasolina,2023-1,2023,Gasolina,1
Renegade S T270 1.3 TB 4x4 Flex Aut.,9746,29,2022 Gasolina,2022-1,2022,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Aut.,7188,29,2021 Gasolina,2021-1,2021,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Aut.,7188,29,2020 Gasolina,2020-1,2020,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Aut.,7188,29,2019 Gasolina,2019-1,2019,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Aut.,7188,29,2018 Gasolina,2018-1,2018,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Aut.,7188,29,2017 Gasolina,2017-1,2017,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Aut.,7188,29,2016 Gasolina,2016-1,2016,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Mec.,7189,29,2019 Gasolina,2019-1,2019,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Mec.,7189,29,2018 Gasolina,2018-1,2018,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Mec.,7189,29,2017 Gasolina,2017-1,2017,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Mec.,7189,29,2016 Gasolina,2016-1,2016,Gasolina,1
Renegade Sport 1.8 4x2 Flex 16V Mec.,7189,29,2015 Gasolina,2015-1,2015,Gasolina,1
Renegade Sport 2.0 4x4 TB Diesel Aut.,7190,29,2017 Diesel,2017-3,2017,Diesel,3
Renegade Sport 2.0 4x4 TB Diesel Aut.,7190,29,2016 Diesel,2016-3,2016,Diesel,3
Renegade Sport T270 1.3 TB 4x2 Flex Aut.,9747,29,32000 Gasolina,32000-1,32000,Gasolina,1
Renegade Sport T270 1.3 TB 4x2 Flex Aut.,9747,29,2024 Gasolina,2024-1,2024,Gasolina,1
Renegade Sport T270 1.3 TB 4x2 Flex Aut.,9747,29,2023 Gasolina,2023-1,2023,Gasolina,1
Renegade Sport T270 1.3 TB 4x2 Flex Aut.,9747,29,2022 Gasolina,2022-1,2022,Gasolina,1
Renegade STD 1.8 4x2 Flex 16v Aut.,8903,29,2021 Gasolina,2021-1,2021,Gasolina,1
Renegade STD 1.8 4x2 Flex 16v Aut.,8903,29,2020 Gasolina,2020-1,2020,Gasolina,1
Renegade T270 1.3 TB 4x2 Flex Aut.,10680,29,32000 Gasolina,32000-1,32000,Gasolina,1
Renegade T270 1.3 TB 4x2 Flex Aut.,10680,29,2025 Gasolina,2025-1,2025,Gasolina,1
Renegade T270 1.3 TB 4x2 Flex Aut.,10680,29,2024 Gasolina,2024-1,2024,Gasolina,1
Renegade T270 1.3 TB 4x2 Flex Aut.,10680,29,2023 Gasolina,2023-1,2023,Gasolina,1
Renegade Trailhawk 2.0 4x4 TB Diesel Aut,7191,29,2021 Diesel,2021-3,2021,Diesel,3
Renegade Trailhawk 2.0 4x4 TB Diesel Aut,7191,29,2020 Diesel,2020-3,2020,Diesel,3
