nome_veiculo,cod_veiculo,cod_marca,cod_veiculo_especifico
Ram 2500 H.DUTY 5.9 SLT 24V CD 4x4 Dies.,406,17,"[{'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}]"
Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.,3931,17,"[{'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}]"
Ram 2500 LARAMIE 6.7 TDI CD 4x4 Dies,5924,17,"[{'Label': '2012 Diesel', 'Value': '2012-3'}]"
Ram 2500 TROPIVAN 5.9 SLT Exec.TDI Dies.,5150,17,"[{'Label': '2010 Diesel', 'Value': '2010-3'}]"
Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.,4575,17,"[{'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}]"
Ram Laramie 5.9 V8,407,17,"[{'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}]"
Ram Laramie/SLT 5.2 V8,408,17,"[{'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}]"
Ram Sport 5.9 V8,409,17,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}]"
Stealth 3.0 MPI,410,17,"[{'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}]"
K01 Pick-up CS 1.0 8V 2p,7342,147,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
K02 Pick-up CD 1.0 8V 4p,7343,147,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
M-100 1.0 8V 5p,4637,147,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Plutus 3.2 8V 4x2 CD Turbo Diesel,5660,147,"[{'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}]"
Start Picape CD 1.0 8V 5p,5661,147,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Start Picape L 1.0 8V 2p,5662,147,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Start Van 1.0 8V 4p,5663,147,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
ULC FURGÃO 1.0 8V 5p,4638,147,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
ULC PICAPE 1.0 8V 2p,4639,147,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
ULC PICAPE CD 1.0 8V 4p,5358,147,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
ULC PICAPE Longa 1.0 8V 2p,5359,147,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}]"
ULC PICAPE Longa Bau 1.0 8V 2p,5360,147,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}]"
ULC VAN 1.0 8V 5p,4640,147,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
V21 Pick-up CS 1.3 16V 2p,7344,147,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
V22 Pick-up CD 1.3 16V 4p,7345,147,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
V25 Furgão 1.3 16V 5p,9041,147,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
Engesa 4x4 2.5/4.1,411,18,"[{'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}, {'Label': '1991 Gasolina', 'Value': '1991-1'}, {'Label': '1990 Gasolina', 'Value': '1990-1'}, {'Label': '1989 Gasolina', 'Value': '1989-1'}, {'Label': '1988 Gasolina', 'Value': '1988-1'}, {'Label': '1987 Gasolina', 'Value': '1987-1'}, {'Label': '1986 Gasolina', 'Value': '1986-1'}, {'Label': '1985 Gasolina', 'Value': '1985-1'}]"
Engesa 4x4 4.0 Diesel,412,18,"[{'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}, {'Label': '1992 Diesel', 'Value': '1992-3'}, {'Label': '1991 Diesel', 'Value': '1991-3'}, {'Label': '1990 Diesel', 'Value': '1990-3'}, {'Label': '1989 Diesel', 'Value': '1989-3'}, {'Label': '1988 Diesel', 'Value': '1988-3'}, {'Label': '1987 Diesel', 'Value': '1987-3'}, {'Label': '1986 Diesel', 'Value': '1986-3'}]"
Camper 2.5/GL/GLS/Master 4.1,413,19,"[{'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}, {'Label': '1991 Gasolina', 'Value': '1991-1'}, {'Label': '1990 Gasolina', 'Value': '1990-1'}]"
Camper 4x4 2.5 Diesel,414,19,"[{'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}, {'Label': '1992 Diesel', 'Value': '1992-3'}, {'Label': '1991 Diesel', 'Value': '1991-3'}]"
Camper GL/GLS 4x4 4.0 Diesel,415,19,"[{'Label': '1995 Diesel', 'Value': '1995-3'}, {'Label': '1994 Diesel', 'Value': '1994-3'}, {'Label': '1993 Diesel', 'Value': '1993-3'}, {'Label': '1992 Diesel', 'Value': '1992-3'}, {'Label': '1991 Diesel', 'Value': '1991-3'}]"
Master 4.0 Diesel,416,19,"[{'Label': '1996 Diesel', 'Value': '1996-3'}, {'Label': '1995 Diesel', 'Value': '1995-3'}]"
296 GTB (Hibrido),10159,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
296 GTS (Híbrido),10624,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
348 GTS 3.4,417,20,"[{'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}]"
348 Spider 3.4,418,20,"[{'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}]"
348 TS/TB 3.4,419,20,"[{'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}]"
355 Berlinetta,420,20,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}]"
355 Berlinetta F1,421,20,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
355 GTS,422,20,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}]"
355 GTS F1,423,20,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
355 GTS Spider,424,20,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}]"
355 GTS Targa,425,20,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}]"
355 Spider F1,426,20,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
360 Challenge Stradale,427,20,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
360 Modena,428,20,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}]"
360 Modena F1,429,20,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}]"
360 Spider 400cv,430,20,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}]"
360 Spider F1 400cv,431,20,"[{'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}]"
456 GT,432,20,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}]"
456 GTA,433,20,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}]"
456 M-GT 5.5 V12,434,20,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}]"
458 Speciale A,7881,20,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}]"
488 GTB 3.9 V8 670cv,7502,20,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
488 Pista 3.9 V8 720cv,9107,20,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}]"
488 Pista Spider 3.9 V8 720cv,8986,20,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}]"
488 Spider 3.9 V8 670cv,7876,20,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
550 Maranello,435,20,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}]"
575M Maranello F1 V12 515cv,436,20,"[{'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
612 Scaglietti F1 V12 540cv,3932,20,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
812 GTS 6.5 V12 800cv,9447,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}]"
812 SUPERFAST V12 800cv,8343,20,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
California 3.9 Turbo F1 V8 560cv,7179,20,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
California F1 V8 460cv/ California 30,5058,20,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}]"
F12 Berlinetta 740cv,6463,20,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
F12 TDF 780cv,7788,20,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}]"
F430 F1,3812,20,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
F430 SCUDERIA F1,4809,20,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
F430 Spider F1,4055,20,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
F458 Italia F1 4.5 V8 570cv,6094,20,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}]"
F458 Speciale F1 4.5 V8,6912,20,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
F458 Spider F1 4.5 V8 570cv,6156,20,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
F599 GTB Fiorano F1 6.0 V12 620cv,4289,20,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
F8 Spider 3.9 V8 Bi-Turbo 720cv,9249,20,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
F8 TRIBUTO 3.9 V8 720cv,9193,20,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
FF F1 6.3 V12 660cv,6095,20,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
GTC4 LUSSO 6.3 V12 690cv,8176,20,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
GTC4 LUSSO T V8 610cv,8394,20,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
PORTOFINO 3.9 V8 600cv,8517,20,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}]"
PORTOFINO M 3.9 V8 620cv,9665,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
PUROSANGUE 6.5 V12 725cv,10995,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
Roma 3.9 V8 620cv,9528,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}]"
SF 90 SPIDER 4.0 V8 Bi-Turbo (Híbrido),9773,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
SF 90 STRADALE 4.0 V8 Bi-Turbo (Híbrido),9488,20,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}]"
147 C/ CL,437,21,"[{'Label': '1987 Gasolina', 'Value': '1987-1'}, {'Label': '1986 Gasolina', 'Value': '1986-1'}, {'Label': '1985 Gasolina', 'Value': '1985-1'}]"
147 Furgão (todos),438,21,"[{'Label': '1987 Gasolina', 'Value': '1987-1'}, {'Label': '1986 Gasolina', 'Value': '1986-1'}, {'Label': '1985 Gasolina', 'Value': '1985-1'}]"
147 Pick-Up (todas),439,21,"[{'Label': '1988 Gasolina', 'Value': '1988-1'}, {'Label': '1987 Gasolina', 'Value': '1987-1'}, {'Label': '1986 Gasolina', 'Value': '1986-1'}, {'Label': '1985 Gasolina', 'Value': '1985-1'}]"
500 ABARTH MULTIAIR 1.4 TB 16V 3p,7097,21,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
500 Cabrio Dualogic Flex 1.4 8V,6885,21,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
500 Cabrio Flex 1.4 8V Mec.,6886,21,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
500 Cabrio/500 Coupe Gucci/Flex 1.4 Aut.,6262,21,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
500 Cult 1.4 Flex 8V EVO Dualogic,5613,21,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
500 Cult 1.4 Flex 8V EVO Mec.,5614,21,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
500 LOUNGE 1.4 16V 100cv  Mec.,5059,21,"[{'Label': '2010 Gasolina', 'Value': '2010-1'}]"
500 LOUNGE 1.4 16V 100cv Dualogic,5060,21,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}]"
500 Lounge Air 1.4/ 1.4 Flex 16V Aut.,5615,21,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
500 SPORT 1.4 16V 100cv  Dualogic,5061,21,"[{'Label': '2010 Gasolina', 'Value': '2010-1'}]"
500 SPORT 1.4 16V 100cv Mec.,5062,21,"[{'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
500 Sport Air 1.4 16V/1.4 Flex 16V Aut.,5616,21,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
500 Sport Air 1.4 16V/1.4 Flex Mec.,5617,21,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
500e ICON (Elétrico),9584,21,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
ARGO 1.0 6V Flex.,8315,21,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
