nome_veiculo,cod_veiculo,cod_marca,cod_veiculo_especifico
Kangoo Expres.SPORTWAY 1.6/1.6 Hi-Flex,4098,48,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
Kangoo Express Hi-Flex 1.6 16V,4310,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
Kangoo Express RL/ Express 1.0 16V/8V,2032,48,"[{'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Kangoo Express RL/ Express 1.6 16V/8V,2033,48,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Kangoo Expression Hi-Flex 1.6 16V 5p,4311,48,"[{'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
Kangoo RL 1.0 8V,2034,48,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Kangoo RL 1.6 8V,2035,48,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Kangoo RL/ Yahoo 1.0 16V 70cv,2036,48,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Kangoo RN 1.0 8V,2037,48,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Kangoo RN/ Yahoo/ Expression 1.0 16V 5p,2039,48,"[{'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Kangoo RN/Expression 1.6 16V/1.6 8V 5p,2038,48,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Kangoo RT 1.0 16V 70cv 5p,2040,48,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Kangoo RT 1.6 16V/ 8V 90cv 5p,2041,48,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Kangoo Z.E. Maxi Furgão (Elétrico),9865,48,"[{'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
Kardian Evolut. Flex 1.0 TB 12V 5p Aut.,10990,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}]"
Kardian Prem. Ed Flex 1.0 TB 12V 5p Aut.,10991,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
Kardian Techno Flex 1.0 TB 12V 5p Aut.,10992,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}]"
Kwid ConnecTV 1.0 Flex 12V Mec.,8714,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}]"
KWID Intense (Elétrico) ,10022,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
KWID Intense 1.0 Flex 12V 5p Mec.,8021,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
KWID Life 1.0 Flex 12V 5p Mec.,8022,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
KWID OUTSIDER 1.0 Flex 12V 5p Mec.,8701,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
KWID Zen 1.0 Flex 12V 5p Mec.,8023,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
Laguna Grand Tour Privilège 3.0 V6 210cv,2042,48,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
Laguna Nevada RT/ RXE 2.0s 16V,2043,48,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
Laguna Privilège 3.0 V6 24V 210cv 5p,2044,48,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
Laguna RT 2.0,2045,48,"[{'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}]"
Laguna RXE 2.0s 8V/16V,2046,48,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}]"
Laguna V6,2047,48,"[{'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}]"
LOGAN Authentique Flex 1.0 12V 4p,7808,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
LOGAN Authentique Hi-Flex 1.0 16V 4p,4387,48,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
LOGAN Authentique Hi-Flex 1.6 8V 4p,4480,48,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
LOGAN Authentique Plus Hi-F. 1.0 16V 4p,7268,48,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}]"
LOGAN Avantage Hi-Flex 1.0 16V 4p,5648,48,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}]"
LOGAN Dyna. EasyR Hi-Flex 1.6 8V,6971,48,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
LOGAN Dynamique EasyR Flex 1.6 16V 4p,7841,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
LOGAN Dynamique Flex 1.6 16V 4p,7842,48,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
LOGAN Dynamique Hi-Flex 1.6 8V 4p,6649,48,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p,7106,48,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}]"
LOGAN Exclusive Hi-Flex 1.6 8V 4p,7107,48,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}]"
LOGAN Expres. Avantage Flex 1.0 12v 4p,8024,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
LOGAN Expres. Avantage Flex 1.6 16V 4p,8025,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
LOGAN Expres. EasyR Hi-Flex 1.6 8V,6972,48,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
LOGAN Expres. P.Avant. Hi-Flex 1.6 8V 4p,7634,48,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}]"
LOGAN Expres./Exp. UP Hi-Flex 1.0 16V 4p,4388,48,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
LOGAN Expression Easy R Flex 1.6 16V 4p,7843,48,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
LOGAN Expression Flex 1.0 12V 4p,7809,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
LOGAN Expression Flex 1.6 16V 4p,7844,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
LOGAN Expression Hi-Flex 1.6 16V 4p Aut,5629,48,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
LOGAN Expression Hi-Flex 1.6 8V 4p,4481,48,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
LOGAN Iconic Flex 1.6 16V 4p Aut.,8787,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
LOGAN Intense Flex 1.6 16V 4p Aut.,8788,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
LOGAN Life Flex 1.0 12V 4p Mec.,8789,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
LOGAN Privilège Hi-Flex 1.6 16V 4p,4389,48,"[{'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
LOGAN Privilège Hi-Flex 1.6 8V 4p,4482,48,"[{'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
LOGAN Zen Flex 1.0 12V 4p Mec.,8790,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
LOGAN Zen Flex 1.6 16V 4p Aut.,8791,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
LOGAN Zen Flex 1.6 16V 4p Mec.,8792,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
Master 2.3 dCi Chassi 16V Diesel,6400,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}, {'Label': '2022 Diesel', 'Value': '2022-3'}, {'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}]"
Master 2.3 dCi Executive Longo 16L Dies,6449,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}, {'Label': '2022 Diesel', 'Value': '2022-3'}, {'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}, {'Label': '2013 Diesel', 'Value': '2013-3'}]"
Master 2.3 dCi Extra F.Vitre 16V Diesel,6401,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}, {'Label': '2022 Diesel', 'Value': '2022-3'}, {'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}]"
Master 2.3 dCi Extra Furgão 16V Diesel,6402,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}, {'Label': '2022 Diesel', 'Value': '2022-3'}, {'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}]"
Master 2.3 dCi Extra Pro 16V Diesel,9866,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}]"
Master 2.3 dCi Furgão 16V Diesel,6403,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}, {'Label': '2022 Diesel', 'Value': '2022-3'}, {'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}]"
Master 2.3 dCi Grand F.Vitre16V Diesel,6404,48,"[{'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}]"
Master 2.3 dCi Grand Furgão16V Diesel,6405,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}, {'Label': '2022 Diesel', 'Value': '2022-3'}, {'Label': '2021 Diesel', 'Value': '2021-3'}, {'Label': '2020 Diesel', 'Value': '2020-3'}, {'Label': '2019 Diesel', 'Value': '2019-3'}, {'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}]"
Master 2.3 dCi Grand Pro 16V Diesel,9867,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}]"
Master 2.3 dCi Pro 16V Diesel,9868,48,"[{'Label': '32000 Diesel', 'Value': '32000-3'}, {'Label': '2025 Diesel', 'Value': '2025-3'}, {'Label': '2024 Diesel', 'Value': '2024-3'}, {'Label': '2023 Diesel', 'Value': '2023-3'}]"
Master 2.3 dCi STD Longo 16L Diesel,6450,48,"[{'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}, {'Label': '2013 Diesel', 'Value': '2013-3'}]"
Master 2.3 dCi STD Médio 16L Diesel,6451,48,"[{'Label': '2018 Diesel', 'Value': '2018-3'}, {'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}, {'Label': '2013 Diesel', 'Value': '2013-3'}]"
Master 2.3 dCi STD Médio Esco. 20L Dies.,6452,48,"[{'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}, {'Label': '2013 Diesel', 'Value': '2013-3'}]"
Master 2.3 dCi VIP Longo 16L Diesel,6453,48,"[{'Label': '2017 Diesel', 'Value': '2017-3'}, {'Label': '2016 Diesel', 'Value': '2016-3'}, {'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}, {'Label': '2013 Diesel', 'Value': '2013-3'}]"
Master 2.3 dCi Vitre Furgão 16V Diesel,6406,48,"[{'Label': '2015 Diesel', 'Value': '2015-3'}, {'Label': '2014 Diesel', 'Value': '2014-3'}]"
Master 2.5 dCi 16V 115cv 13L Diesel,2048,48,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}]"
Master 2.5 dCi 16V 115cv 16L Diesel,2049,48,"[{'Label': '2013 Diesel', 'Value': '2013-3'}, {'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}]"
Master 2.5 dCi Chassi 16V 115cv Diesel,2050,48,"[{'Label': '2013 Diesel', 'Value': '2013-3'}, {'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}]"
Master 2.5 dCi Escolar 115cv 16/19L Dies,4833,48,"[{'Label': '2013 Diesel', 'Value': '2013-3'}, {'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}]"
Master 2.5 dCi Executivo 115cv 16L Dies,4834,48,"[{'Label': '2013 Diesel', 'Value': '2013-3'}, {'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}]"
Master 2.5 dCi Furg. Medio/LongoTA Dies.,2052,48,"[{'Label': '2013 Diesel', 'Value': '2013-3'}, {'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}]"
